0.035609	0.035579	0.035491	0.035345	0.035142	0.034883	0.034569	0.034202	0.033785	0.033318	0.032806	0.03225	0.031654	0.03102	0.030352	0.029654	0.028928	0.028178	0.027407	0.02662	0.025819	0.025008	0.024191	0.02337	0.022549	0.021731	0.020919	0.020115	0.019322	0.018542
0.035579	0.03555	0.035462	0.035316	0.035113	0.034854	0.034541	0.034174	0.033757	0.033291	0.032779	0.032224	0.031628	0.030995	0.030328	0.02963	0.028904	0.028155	0.027385	0.026599	0.025799	0.024989	0.024172	0.023352	0.022532	0.021715	0.020903	0.0201	0.019308	0.018529
0.035491	0.035462	0.035375	0.035229	0.035027	0.034769	0.034456	0.03409	0.033674	0.03321	0.032699	0.032145	0.031551	0.03092	0.030255	0.029559	0.028835	0.028088	0.027321	0.026536	0.025738	0.024931	0.024116	0.023299	0.022481	0.021666	0.020857	0.020056	0.019266	0.018489
0.035345	0.035316	0.035229	0.035084	0.034883	0.034626	0.034315	0.033951	0.033537	0.033074	0.032566	0.032015	0.031424	0.030796	0.030133	0.029441	0.028721	0.027977	0.027213	0.026432	0.025638	0.024834	0.024024	0.02321	0.022396	0.021585	0.020779	0.019982	0.019196	0.018423
0.035142	0.035113	0.035027	0.034883	0.034683	0.034428	0.034118	0.033757	0.033346	0.032886	0.032381	0.031834	0.031247	0.030622	0.029964	0.029276	0.028561	0.027822	0.027063	0.026288	0.025499	0.0247	0.023895	0.023086	0.022278	0.021472	0.020672	0.01988	0.019099	0.018331
0.034883	0.034854	0.034769	0.034626	0.034428	0.034174	0.033868	0.033509	0.033101	0.032646	0.032145	0.031603	0.03102	0.030401	0.029749	0.029066	0.028357	0.027625	0.026872	0.026103	0.025321	0.024529	0.023731	0.022929	0.022127	0.021328	0.020534	0.019749	0.018975	0.018213
0.034569	0.034541	0.034456	0.034315	0.034118	0.033868	0.033564	0.03321	0.032806	0.032355	0.03186	0.031322	0.030746	0.030133	0.029488	0.028812	0.028111	0.027385	0.026641	0.02588	0.025105	0.024322	0.023531	0.022738	0.021944	0.021154	0.020368	0.019591	0.018824	0.018071
0.034202	0.034174	0.03409	0.033951	0.033757	0.033509	0.03321	0.032859	0.032461	0.032015	0.031526	0.030995	0.030426	0.029821	0.029183	0.028516	0.027822	0.027106	0.02637	0.025618	0.024854	0.024079	0.023299	0.022515	0.021731	0.02095	0.020174	0.019406	0.018649	0.017904
0.033785	0.033757	0.033674	0.033537	0.033346	0.033101	0.032806	0.032461	0.032067	0.031628	0.031146	0.030622	0.030061	0.029464	0.028835	0.028178	0.027494	0.026788	0.026062	0.025321	0.024567	0.023803	0.023034	0.022261	0.021488	0.020718	0.019953	0.019196	0.018449	0.017715
0.033318	0.033291	0.03321	0.033074	0.032886	0.032646	0.032355	0.032015	0.031628	0.031196	0.030721	0.030206	0.029654	0.029066	0.028448	0.0278	0.027127	0.026432	0.025718	0.024989	0.024247	0.023495	0.022738	0.021977	0.021217	0.020459	0.019706	0.018961	0.018226	0.017504
0.032806	0.032779	0.032699	0.032566	0.032381	0.032145	0.03186	0.031526	0.031146	0.030721	0.030255	0.029749	0.029206	0.028629	0.028021	0.027385	0.026725	0.026042	0.025341	0.024624	0.023895	0.023157	0.022413	0.021666	0.020919	0.020174	0.019434	0.018703	0.017981	0.017271
0.03225	0.032224	0.032145	0.032015	0.031834	0.031603	0.031322	0.030995	0.030622	0.030206	0.029749	0.029253	0.028721	0.028155	0.027559	0.026936	0.026288	0.025618	0.024931	0.024228	0.023513	0.02279	0.02206	0.021328	0.020595	0.019865	0.01914	0.018423	0.017715	0.017019
0.031654	0.031628	0.031551	0.031424	0.031247	0.03102	0.030746	0.030426	0.030061	0.029654	0.029206	0.028721	0.0282	0.027647	0.027063	0.026453	0.025819	0.025164	0.024491	0.023803	0.023104	0.022396	0.021682	0.020965	0.020248	0.019534	0.018824	0.018122	0.01743	0.016749
0.03102	0.030995	0.03092	0.030796	0.030622	0.030401	0.030133	0.029821	0.029464	0.029066	0.028629	0.028155	0.027647	0.027106	0.026536	0.02594	0.025321	0.024681	0.024024	0.023352	0.022669	0.021977	0.02128	0.02058	0.01988	0.019182	0.018489	0.017803	0.017127	0.016461
0.030352	0.030328	0.030255	0.030133	0.029964	0.029749	0.029488	0.029183	0.028835	0.028448	0.028021	0.027559	0.027063	0.026536	0.025981	0.0254	0.024796	0.024172	0.023531	0.022877	0.022211	0.021536	0.020857	0.020174	0.019491	0.018811	0.018135	0.017467	0.016807	0.016159
0.029654	0.02963	0.029559	0.029441	0.029276	0.029066	0.028812	0.028516	0.028178	0.0278	0.027385	0.026936	0.026453	0.02594	0.0254	0.024834	0.024247	0.02364	0.023016	0.022379	0.021731	0.021075	0.020413	0.019749	0.019085	0.018423	0.017765	0.017115	0.016473	0.015842
0.028928	0.028904	0.028835	0.028721	0.028561	0.028357	0.028111	0.027822	0.027494	0.027127	0.026725	0.026288	0.025819	0.025321	0.024796	0.024247	0.023676	0.023086	0.022481	0.021862	0.021233	0.020595	0.019953	0.019308	0.018662	0.018019	0.017381	0.016749	0.016125	0.015513
0.028178	0.028155	0.028088	0.027977	0.027822	0.027625	0.027385	0.027106	0.026788	0.026432	0.026042	0.025618	0.025164	0.024681	0.024172	0.02364	0.023086	0.022515	0.021928	0.021328	0.020718	0.0201	0.019477	0.018852	0.018226	0.017603	0.016984	0.016371	0.015767	0.015173
0.027407	0.027385	0.027321	0.027213	0.027063	0.026872	0.026641	0.02637	0.026062	0.025718	0.025341	0.024931	0.024491	0.024024	0.023531	0.023016	0.022481	0.021928	0.02136	0.020779	0.020189	0.019591	0.018988	0.018383	0.017778	0.017175	0.016576	0.015983	0.015398	0.014823
0.02662	0.026599	0.026536	0.026432	0.026288	0.026103	0.02588	0.025618	0.025321	0.024989	0.024624	0.024228	0.023803	0.023352	0.022877	0.022379	0.021862	0.021328	0.020779	0.020219	0.019648	0.019071	0.018489	0.017904	0.01732	0.016737	0.016159	0.015586	0.015021	0.014466
