2.8512	2.7292	2.3942	1.9267	1.4253	0.97348	0.61927	0.3736	0.22139	0.13663	0.094046	0.074685	0.066704	0.063716	0.0627	0.062385	0.062296	0.062273	0.062268	0.062267
2.7292	2.6125	2.2921	1.8451	1.3657	0.9336	0.59489	0.35998	0.21443	0.13338	0.092656	0.074141	0.066509	0.063653	0.062681	0.06238	0.062295	0.062273	0.062268	0.062267
2.3942	2.2921	2.012	1.6212	1.2019	0.82415	0.52799	0.32258	0.19531	0.12445	0.088838	0.07265	0.065976	0.063479	0.062629	0.062365	0.062291	0.062272	0.062268	0.062267
1.9267	1.8451	1.6212	1.3086	0.97348	0.67141	0.43462	0.2704	0.16864	0.11198	0.083511	0.070568	0.065233	0.063236	0.062556	0.062346	0.062286	0.062271	0.062267	0.062267
1.4253	1.3657	1.2019	0.97348	0.72844	0.50761	0.33449	0.21443	0.14004	0.098612	0.077798	0.068336	0.064435	0.062975	0.062478	0.062324	0.062281	0.06227	0.062267	0.062267
0.97348	0.9336	0.82415	0.67141	0.50761	0.35998	0.24425	0.16399	0.11426	0.086563	0.07265	0.066324	0.063716	0.06274	0.062408	0.062305	0.062276	0.062269	0.062267	0.062267
0.61927	0.59489	0.52799	0.43462	0.33449	0.24425	0.17351	0.12445	0.094046	0.077119	0.068613	0.064747	0.063153	0.062556	0.062353	0.06229	0.062272	0.062268	0.062267	0.062267
0.3736	0.35998	0.32258	0.2704	0.21443	0.16399	0.12445	0.097021	0.08003	0.070568	0.065814	0.063653	0.062762	0.062428	0.062315	0.06228	0.06227	0.062267	0.062267	0.062267
0.22139	0.21443	0.19531	0.16864	0.14004	0.11426	0.094046	0.08003	0.071345	0.066509	0.06408	0.062975	0.06252	0.062349	0.062291	0.062273	0.062268	0.062267	0.062267	0.062267
0.13663	0.13338	0.12445	0.11198	0.098612	0.086563	0.077119	0.070568	0.066509	0.064249	0.063114	0.062598	0.062385	0.062305	0.062278	0.06227	0.062267	0.062267	0.062267	0.062267
0.094046	0.092656	0.088838	0.083511	0.077798	0.07265	0.068613	0.065814	0.06408	0.063114	0.062629	0.062408	0.062317	0.062283	0.062271	0.062268	0.062267	0.062267	0.062267	0.062267
0.074685	0.074141	0.07265	0.070568	0.068336	0.066324	0.064747	0.063653	0.062975	0.062598	0.062408	0.062322	0.062286	0.062273	0.062268	0.062267	0.062267	0.062267	0.062267	0.062267
0.066704	0.066509	0.065976	0.065233	0.064435	0.063716	0.063153	0.062762	0.06252	0.062385	0.062317	0.062286	0.062274	0.062269	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267
0.063716	0.063653	0.063479	0.063236	0.062975	0.06274	0.062556	0.062428	0.062349	0.062305	0.062283	0.062273	0.062269	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267
0.0627	0.062681	0.062629	0.062556	0.062478	0.062408	0.062353	0.062315	0.062291	0.062278	0.062271	0.062268	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267
0.062385	0.06238	0.062365	0.062346	0.062324	0.062305	0.06229	0.06228	0.062273	0.06227	0.062268	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267
0.062296	0.062295	0.062291	0.062286	0.062281	0.062276	0.062272	0.06227	0.062268	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267
0.062273	0.062273	0.062272	0.062271	0.06227	0.062269	0.062268	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267
0.062268	0.062268	0.062268	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267
0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267	0.062267
