3.9103	3.763	3.3536	2.7677	2.1153	1.4971	0.98114	0.5953	0.3343	0.17363	0.083251	0.03667	0.014627	0.0050359	0.0011937	-0.00022444	-0.00070715	-0.00085874	-0.00090268	-0.00091445
3.763	3.6213	3.2273	2.6635	2.0356	1.4407	0.94416	0.57285	0.32168	0.16706	0.080081	0.035254	0.014042	0.0048116	0.0011142	-0.00025057	-0.0007151	-0.00086098	-0.00090327	-0.00091459
3.3536	3.2273	2.8761	2.3736	1.8141	1.2839	0.84135	0.51043	0.28659	0.14878	0.07127	0.03132	0.012414	0.0041884	0.00089312	-0.0003232	-0.00073719	-0.0008672	-0.00090489	-0.00091498
2.7677	2.6635	2.3736	1.9589	1.4971	1.0595	0.69425	0.42113	0.23638	0.12264	0.058663	0.025689	0.010086	0.0032965	0.00057679	-0.00042711	-0.0007688	-0.00087611	-0.00090722	-0.00091554
2.1153	2.0356	1.8141	1.4971	1.1441	0.80963	0.53045	0.32168	0.18046	0.093525	0.044623	0.01942	0.007493	0.0023034	0.00022451	-0.00054283	-0.000804	-0.00088603	-0.0009098	-0.00091617
1.4971	1.4407	1.2839	1.0595	0.80963	0.57285	0.37522	0.22744	0.12748	0.065935	0.03132	0.013478	0.0050359	0.0013623	-0.0001093	-0.00065248	-0.00083736	-0.00089542	-0.00091226	-0.00091676
0.98114	0.94416	0.84135	0.69425	0.53045	0.37522	0.24566	0.14878	0.083251	0.042908	0.020216	0.0085197	0.0029851	0.00057679	-0.00038792	-0.00074401	-0.00086521	-0.00090327	-0.0009143	-0.00091726
0.5953	0.57285	0.51043	0.42113	0.32168	0.22744	0.14878	0.089968	0.050182	0.025689	0.011912	0.0048116	0.0014515	-1.0574e-05	-0.00059626	-0.00081244	-0.00088603	-0.00090913	-0.00091583	-0.00091763
0.3343	0.32168	0.28659	0.23638	0.18046	0.12748	0.083251	0.050182	0.027813	0.014042	0.0062957	0.0023034	0.00041416	-0.00040789	-0.00073719	-0.00085874	-0.00090011	-0.0009131	-0.00091687	-0.00091788
0.17363	0.16706	0.14878	0.12264	0.093525	0.065935	0.042908	0.025689	0.014042	0.0068714	0.0028381	0.00075926	-0.00022444	-0.00065248	-0.00082395	-0.00088724	-0.00090878	-0.00091554	-0.0009175	-0.00091803
0.083251	0.080081	0.07127	0.058663	0.044623	0.03132	0.020216	0.011912	0.0062957	0.0028381	0.00089312	-0.0001093	-0.00058366	-0.00079007	-0.00087275	-0.00090327	-0.00091366	-0.00091692	-0.00091786	-0.00091812
0.03667	0.035254	0.03132	0.025689	0.01942	0.013478	0.0085197	0.0048116	0.0023034	0.00075926	-0.0001093	-0.00055696	-0.0007688	-0.00086098	-0.0008979	-0.00091153	-0.00091617	-0.00091763	-0.00091805	-0.00091816
0.014627	0.014042	0.012414	0.010086	0.007493	0.0050359	0.0029851	0.0014515	0.00041416	-0.00022444	-0.00058366	-0.0007688	-0.00085641	-0.00089453	-0.0009098	-0.00091544	-0.00091736	-0.00091796	-0.00091814	-0.00091818
0.0050359	0.0048116	0.0041884	0.0032965	0.0023034	0.0013623	0.00057679	-1.0574e-05	-0.00040789	-0.00065248	-0.00079007	-0.00086098	-0.00089453	-0.00090913	-0.00091498	-0.00091714	-0.00091788	-0.00091811	-0.00091817	-0.00091819
0.0011937	0.0011142	0.00089312	0.00057679	0.00022451	-0.0001093	-0.00038792	-0.00059626	-0.00073719	-0.00082395	-0.00087275	-0.0008979	-0.0009098	-0.00091498	-0.00091706	-0.00091782	-0.00091808	-0.00091816	-0.00091819	-0.00091819
-0.00022444	-0.00025057	-0.0003232	-0.00042711	-0.00054283	-0.00065248	-0.00074401	-0.00081244	-0.00085874	-0.00088724	-0.00090327	-0.00091153	-0.00091544	-0.00091714	-0.00091782	-0.00091807	-0.00091816	-0.00091819	-0.00091819	-0.0009182
-0.00070715	-0.0007151	-0.00073719	-0.0007688	-0.000804	-0.00083736	-0.00086521	-0.00088603	-0.00090011	-0.00090878	-0.00091366	-0.00091617	-0.00091736	-0.00091788	-0.00091808	-0.00091816	-0.00091819	-0.00091819	-0.0009182	-0.0009182
-0.00085874	-0.00086098	-0.0008672	-0.00087611	-0.00088603	-0.00089542	-0.00090327	-0.00090913	-0.0009131	-0.00091554	-0.00091692	-0.00091763	-0.00091796	-0.00091811	-0.00091816	-0.00091819	-0.00091819	-0.0009182	-0.0009182	-0.0009182
-0.00090268	-0.00090327	-0.00090489	-0.00090722	-0.0009098	-0.00091226	-0.0009143	-0.00091583	-0.00091687	-0.0009175	-0.00091786	-0.00091805	-0.00091814	-0.00091817	-0.00091819	-0.00091819	-0.0009182	-0.0009182	-0.0009182	-0.0009182
-0.00091445	-0.00091459	-0.00091498	-0.00091554	-0.00091617	-0.00091676	-0.00091726	-0.00091763	-0.00091788	-0.00091803	-0.00091812	-0.00091816	-0.00091818	-0.00091819	-0.00091819	-0.0009182	-0.0009182	-0.0009182	-0.0009182	-0.0009182
